"sex" "age" "educ" "country" "self" "vign1" "vign2" "vign3" "vign4" "vign5" "vign6"
"67364" 0 30 5 "Eastasia" 2 1 5 5 5 5 5
"133968" 1 38 6 "Eastasia" 3 1 1 5 4 4 5
"64112" 0 46 3 "Eastasia" 2 1 1 3 5 4 5
"149228" 1 60 1 "Eastasia" 3 2 2 4 5 4 5
"155432" 1 60 1 "Eastasia" 2 1 1 3 4 3 5
"22292" 0 25 4 "Oceania" 4 3 3 5 5 4 5
"65713" 0 39 2 "Eastasia" 3 2 1 4 4 4 5
"37130" 1 53 5 "Eastasia" 3 1 1 4 5 4 5
"122882" 1 59 2 "Eastasia" 3 1 4 5 4 3 5
"124435" 0 31 3 "Eastasia" 3 2 3 4 5 5 5
"134417" 1 52 5 "Eastasia" 3 2 3 4 5 4 5
"170470" 1 34 4 "Eastasia" 3 1 2 4 3 5 5
"106111" 1 23 1 "Eastasia" 4 2 1 5 4 3 5
"93243" 0 40 4 "Eastasia" 3 1 1 5 5 4 5
"49935" 1 46 5 "Eastasia" 2 1 1 3 3 3 5
"136525" 0 38 1 "Eastasia" 3 2 2 5 4 5 5
"15518" 1 19 3 "Eastasia" 3 2 2 4 4 4 5
"117889" 0 20 1 "Eurasia" 4 3 1 5 5 5 5
"164421" 1 58 4 "Eastasia" 2 1 2 3 4 3 5
"148657" 0 55 5 "Eastasia" 3 2 2 4 4 5 5
"150461" 1 56 3 "Eastasia" 3 2 3 4 4 5 4
"67174" 0 18 3 "Eastasia" 2 1 2 5 4 5 5
"105924" 0 44 4 "Eastasia" 2 1 1 4 5 3 5
"39618" 0 29 5 "Eastasia" 2 1 1 4 5 4 5
"51462" 0 39 6 "Eastasia" 3 1 1 4 3 4 5
"145698" 1 34 3 "Eastasia" 4 2 4 5 5 5 5
"162489" 1 30 2 "Eastasia" 3 1 1 4 5 4 5
"170806" 1 19 4 "Eastasia" 3 1 1 5 3 3 5
"65557" 0 27 5 "Eastasia" 3 2 3 5 4 5 5
"22825" 0 43 3 "Oceania" 2 1 1 5 4 4 5
"23598" 0 76 2 "Oceania" 2 1 2 4 4 4 5
"98912" 1 43 3 "Eastasia" 3 2 2 5 5 4 5
"37090" 0 38 6 "Eastasia" 2 1 1 3 4 4 5
"76593" 1 60 1 "Oceania" 2 1 1 5 5 5 5
"154989" 1 30 1 "Eastasia" 3 2 3 4 5 5 5
"151505" 1 29 4 "Eastasia" 3 2 2 5 4 4 5
"162637" 1 33 6 "Eastasia" 4 1 1 5 4 2 5
"103513" 0 50 2 "Eastasia" 2 1 1 3 5 3 5
"166004" 0 61 4 "Eastasia" 4 3 3 5 4 4 5
"127929" 1 28 1 "Eastasia" 3 1 1 5 5 4 5
"38884" 0 22 6 "Eastasia" 3 2 2 4 3 3 5
"100779" 0 45 3 "Eastasia" 2 1 1 3 5 3 5
"493" 1 27 4 "Oceania" 3 1 1 5 4 4 5
"163474" 1 25 4 "Eastasia" 3 1 1 5 5 3 5
"76196" 1 18 3 "Oceania" 3 2 1 4 5 4 5
"87934" 1 38 3 "Oceania" 3 1 2 5 5 3 5
"63600" 1 25 1 "Eastasia" 2 1 5 4 5 4 5
"91656" 1 44 2 "Oceania" 3 2 1 4 5 5 5
"141869" 1 39 4 "Eastasia" 3 2 2 4 5 5 5
"102577" 1 31 2 "Eastasia" 4 2 1 5 5 4 5
"165277" 0 21 4 "Eastasia" 3 1 1 4 4 5 5
"123822" 0 40 4 "Eastasia" 3 2 4 5 5 5 5
"44768" 1 48 6 "Eastasia" 3 2 2 4 4 4 5
"51682" 1 53 6 "Eastasia" 3 2 3 5 4 5 5
"52017" 1 19 5 "Eastasia" 3 1 2 4 5 4 5
"148661" 0 32 5 "Eastasia" 3 2 3 4 5 4 5
"48420" 1 50 5 "Eastasia" 2 1 4 3 3 2 5
"78565" 0 60 1 "Oceania" 4 2 3 5 5 4 5
"42753" 1 39 6 "Oceania" 4 2 2 5 5 4 5
"119789" 0 21 4 "Eurasia" 3 2 4 5 3 3 4
"168135" 1 18 4 "Eastasia" 4 2 1 5 4 5 5
"166883" 1 55 3 "Eastasia" 3 1 1 4 4 3 5
"43948" 1 76 3 "Oceania" 3 2 2 4 4 4 5
"67973" 1 22 3 "Eastasia" 3 2 2 5 5 5 5
"97652" 1 26 4 "Eastasia" 3 1 1 5 5 5 5
"148047" 1 47 4 "Eastasia" 3 2 3 4 4 5 5
"75026" 1 31 6 "Oceania" 4 1 2 5 5 4 5
"99700" 1 37 3 "Eastasia" 2 1 1 3 4 3 5
"44885" 0 48 NA "Eastasia" 3 2 3 4 5 4 5
"100757" 1 18 3 "Eastasia" 4 1 1 5 5 4 5
"102958" 0 24 2 "Eastasia" 2 1 2 3 5 3 5
"158893" 1 61 1 "Eastasia" 3 2 3 4 5 5 5
"79462" 0 37 1 "Eastasia" 3 2 2 5 5 4 5
"58762" 0 58 1 "Oceania" 3 2 1 4 3 3 5
"119681" 1 20 3 "Eurasia" 3 2 4 4 3 1 5
"15989" 1 33 4 "Eastasia" 2 1 1 3 4 5 5
"89731" 1 18 4 "Oceania" 3 2 1 5 5 4 5
"166157" 1 37 4 "Eastasia" 3 2 1 4 3 3 4
"4762" 1 18 2 "Oceania" 4 3 4 5 4 3 5
"17266" 1 35 3 "Eastasia" 3 2 3 4 3 5 5
"46853" 1 44 4 "Eastasia" 3 2 1 4 3 4 5
"94194" 1 35 2 "Eastasia" 3 2 1 5 5 4 5
"52229" 1 NA 6 "Eastasia" 3 2 2 4 4 5 5
"44037" 0 78 3 "Oceania" 3 1 1 4 5 5 5
"169990" 0 19 4 "Eastasia" 4 2 2 5 5 3 5
"163618" 0 32 4 "Eastasia" 3 2 1 4 5 4 5
"171104" 0 69 4 "Eastasia" 4 3 2 5 5 5 5
"71529" 1 32 1 "Eastasia" 2 1 1 5 5 4 5
"112731" 0 39 2 "Eastasia" 2 1 1 4 5 3 5
"23655" 1 42 3 "Oceania" 3 1 3 4 4 5 5
"73003" 1 20 1 "Eastasia" 3 2 2 4 4 5 5
"123381" 1 47 4 "Eastasia" 3 1 1 4 5 4 5
"153187" 1 32 2 "Eastasia" 2 1 1 5 5 5 5
"24171" 1 48 6 "Oceania" 2 1 1 5 4 4 5
"134036" 1 42 6 "Eastasia" 3 2 2 4 4 5 5
"97916" 0 45 5 "Eastasia" 4 2 2 5 5 5 5
"40125" 1 56 6 "Eastasia" 3 2 2 4 5 3 5
"22303" 0 23 4 "Oceania" 3 2 2 5 3 4 5
"98189" 1 19 2 "Eastasia" 4 2 1 5 4 5 5
"79320" 1 25 1 "Oceania" 2 1 1 3 3 3 5
"93815" 1 28 1 "Eastasia" 3 1 2 5 5 5 5
"156275" 1 32 2 "Eastasia" 4 3 2 5 5 5 5
"97421" 1 27 4 "Eastasia" 4 3 3 5 5 5 5
"81980" 0 31 2 "Eastasia" 3 2 3 5 5 5 5
"159306" 1 50 1 "Eastasia" 4 2 3 5 5 5 5
"165232" 1 46 4 "Eastasia" 4 3 3 5 5 5 5
"78445" 0 45 1 "Oceania" 3 1 1 4 4 4 5
"101948" 0 31 3 "Eastasia" 4 2 1 5 5 4 5
"126171" 1 52 1 "Eastasia" 3 1 1 5 5 3 5
"12568" 1 34 4 "Eastasia" 3 1 1 4 1 1 5
"96179" 1 26 1 "Eastasia" 4 3 3 5 5 5 5
"125223" 0 45 1 "Eastasia" 4 2 2 5 5 4 5
"140198" 0 33 3 "Eastasia" 3 2 2 5 3 3 5
"37928" 1 34 4 "Eastasia" 2 1 3 3 4 4 5
"99437" 0 29 4 "Eastasia" 2 1 1 3 5 4 5
"100338" 1 26 1 "Eastasia" 3 2 2 4 5 5 5
"99679" 1 22 4 "Eastasia" 2 1 2 4 5 3 5
"68388" 0 28 1 "Eastasia" 4 1 2 5 5 5 5
"131406" 0 43 6 "Eastasia" 3 2 2 5 4 4 5
"165906" 0 44 4 "Eastasia" 2 1 2 5 5 4 5
"149078" 0 22 3 "Eastasia" 3 1 1 4 4 4 5
"161326" 0 56 2 "Eastasia" 3 2 2 4 5 4 5
"23708" 1 65 6 "Oceania" 3 2 1 4 4 3 5
"90238" 0 61 1 "Oceania" 3 1 1 4 4 4 5
"52288" 1 34 5 "Eastasia" 3 2 3 5 5 5 5
"60962" 0 20 1 "Oceania" 3 2 1 4 3 4 4
"121795" 1 55 1 "Eastasia" 3 2 2 4 5 4 5
"147394" 0 47 3 "Eastasia" 3 2 1 4 3 4 5
"13863" 1 69 4 "Eastasia" 2 1 2 5 5 3 5
"99610" 1 22 3 "Eastasia" 4 1 2 5 4 3 5
"97650" 0 28 4 "Eastasia" 3 1 1 4 5 5 5
"164635" 1 39 4 "Eastasia" 3 2 1 5 5 5 5
"126604" 1 43 1 "Eastasia" 2 1 1 3 5 5 5
"41728" 0 29 4 "Oceania" 3 2 3 5 4 5 5
"40017" 1 36 5 "Eastasia" 3 2 2 4 4 3 5
"128739" 1 58 1 "Eastasia" 3 1 1 5 5 4 5
"146104" 1 30 1 "Eastasia" 3 1 1 4 2 4 5
"60540" 0 42 NA "Oceania" 2 1 1 5 5 5 5
"126856" 0 41 3 "Eastasia" 3 1 1 5 4 4 5
"76346" 1 NA 1 "Oceania" 2 1 2 5 5 5 5
"69078" 0 34 1 "Eastasia" 3 2 2 4 4 5 4
"47655" 1 68 6 "Eastasia" 3 2 1 4 5 2 5
"48983" 1 60 5 "Eastasia" 3 2 1 4 5 3 5
"103344" 1 24 2 "Eastasia" 2 1 1 3 5 3 5
"154434" 0 34 1 "Eastasia" 4 1 1 5 5 5 5
"97315" 1 22 1 "Eastasia" 3 1 1 5 5 5 5
"90645" 0 22 5 "Oceania" 3 2 1 4 4 4 5
"22670" 0 35 4 "Oceania" 3 2 2 5 5 5 5
"131352" 1 52 5 "Eastasia" 3 2 2 4 5 5 5
"3392" 1 42 2 "Oceania" 3 1 1 5 5 5 5
"74565" 0 30 1 "Oceania" 3 2 1 5 5 5 5
"23288" 1 62 5 "Oceania" 3 2 2 4 3 3 5
"66503" 0 33 1 "Eastasia" 3 2 2 4 5 4 5
"1892" 1 29 2 "Oceania" 4 3 5 5 5 5 5
"89745" 0 22 3 "Oceania" 4 2 1 5 4 3 5
"56187" 1 53 6 "Eastasia" 3 2 2 4 3 4 5
"150160" 1 50 4 "Eastasia" 4 2 3 5 3 5 5
"81480" 0 18 1 "Eastasia" 2 1 1 3 5 5 5
"163739" 0 22 4 "Eastasia" 3 2 3 5 5 4 5
"67319" 0 49 6 "Eastasia" 4 1 2 5 5 5 5
"50369" 1 53 6 "Eastasia" 2 1 2 5 4 5 5
"47907" 0 36 5 "Eastasia" 3 1 2 4 4 4 4
"161312" 1 69 1 "Eastasia" 3 2 3 4 5 5 5
"124197" 0 20 5 "Eastasia" 3 1 1 5 3 3 5
"124131" 0 27 3 "Eastasia" 2 1 1 5 5 5 5
"169574" 1 24 4 "Eastasia" 4 1 1 5 4 5 5
"155327" 0 47 5 "Eastasia" 4 2 1 5 5 5 5
"152997" 1 38 4 "Eastasia" 3 2 3 4 4 4 5
"19016" 0 42 2 "Eastasia" 3 1 1 5 5 3 5
"76290" 0 57 3 "Oceania" 3 2 1 5 5 5 5
"104932" 1 22 2 "Eastasia" 2 1 1 5 5 5 5
"159852" 0 39 4 "Eastasia" 2 1 2 3 5 5 5
"50792" 1 20 5 "Eastasia" 4 1 1 5 4 3 5
"136189" 0 70 1 "Eastasia" 3 2 2 4 5 4 5
"154923" 0 26 3 "Eastasia" 3 2 2 5 4 5 5
"42492" 0 20 4 "Oceania" 3 1 1 4 3 5 5
"39292" 1 38 4 "Eastasia" 2 1 1 5 5 4 5
"81892" 1 33 1 "Eastasia" 3 1 2 4 5 4 5
"108192" 1 24 2 "Eastasia" 3 2 1 4 4 3 5
"58194" 0 0 2 "Oceania" 4 1 1 5 5 5 5
"93336" 0 53 2 "Eastasia" 3 2 2 4 5 5 5
"67028" 1 32 1 "Eastasia" 2 1 1 5 4 3 5
"155209" 1 32 4 "Eastasia" 2 1 2 5 5 4 5
"48854" 1 67 5 "Eastasia" 2 1 1 4 4 4 5
"77893" 0 20 3 "Oceania" 3 2 2 4 5 4 5
"128702" 1 26 1 "Eastasia" 3 1 1 5 5 5 5
"17326" 0 24 4 "Eastasia" 3 1 1 5 4 2 5
"90054" 0 28 3 "Oceania" 2 1 1 3 4 4 5
"79531" 0 57 4 "Eastasia" 3 2 2 4 4 4 5
"42981" 1 66 1 "Oceania" 3 2 1 5 4 4 5
"101611" 0 30 2 "Eastasia" 3 2 2 4 4 4 5
"41061" 1 35 6 "Eastasia" 3 2 2 5 5 5 5
"156687" 0 27 4 "Eastasia" 2 1 1 3 3 4 5
"168352" 0 37 3 "Eastasia" 3 1 2 5 5 3 5
"19593" 1 18 4 "Eastasia" 4 2 2 5 5 3 5
"23272" 0 37 6 "Oceania" 3 2 2 5 5 4 5
"114483" 0 21 4 "Eastasia" 2 1 1 3 5 3 5
"117321" 1 66 1 "Eurasia" 4 2 1 5 4 4 5
"40361" 0 29 6 "Eastasia" 2 1 1 4 4 4 5
"156022" 1 27 3 "Eastasia" 3 2 2 5 5 5 5
"61214" 0 59 1 "Oceania" 2 1 1 5 5 5 5
"129308" 1 36 1 "Eastasia" 3 2 1 4 4 3 5
"125244" 0 23 6 "Eastasia" 2 1 2 4 3 4 5
"28611" 1 65 3 "Oceania" 3 2 1 5 4 5 4
"141022" 0 47 1 "Eastasia" 3 2 2 4 5 5 5
"168768" 0 61 2 "Eastasia" 3 2 1 4 4 3 5
"54890" 0 52 6 "Eastasia" 3 2 2 4 4 4 5
"98303" 0 30 2 "Eastasia" 4 1 3 5 5 5 5
"123525" 0 18 5 "Eastasia" 3 2 2 4 4 4 4
"13819" 0 41 NA "Eastasia" 2 1 2 3 4 3 5
"48384" 1 43 4 "Eastasia" 2 1 4 3 5 5 5
"79318" 1 33 1 "Oceania" 2 1 2 4 4 4 5
"100150" 1 20 3 "Eastasia" 4 2 2 5 5 5 5
"157747" 1 50 1 "Eastasia" 2 1 1 5 5 5 5
"62908" 0 53 3 "Eastasia" 2 1 2 5 5 5 4
"69579" 0 28 1 "Eastasia" 3 2 2 4 5 4 5
"88431" 0 19 4 "Oceania" 2 1 1 3 4 3 5
"154649" 1 31 1 "Eastasia" 2 1 1 3 4 4 5
"149178" 1 48 4 "Eastasia" 4 3 3 5 4 5 5
"43643" 1 46 5 "Oceania" 2 1 1 4 4 4 5
"122118" 1 43 3 "Eastasia" 4 3 3 5 5 3 5
"120616" 0 39 4 "Eastasia" 4 3 5 5 5 5 5
"2436" 0 40 2 "Oceania" 4 1 1 5 4 4 5
"125327" 1 28 1 "Eastasia" 4 3 2 5 5 3 5
"80826" 0 25 2 "Eastasia" 5 3 2 5 5 5 5
"91159" 1 23 1 "Oceania" 3 2 4 3 3 3 4
"156041" 1 40 1 "Eastasia" 4 2 4 4 4 3 5
"151520" 1 68 1 "Eastasia" 5 4 2 5 5 5 4
"20166" 1 83 2 "Eastasia" 3 2 2 3 3 3 3
"96463" 1 22 4 "Eastasia" 4 3 2 4 5 4 5
"126354" 1 31 4 "Eastasia" 4 2 2 4 5 5 5
"128051" 0 56 1 "Eastasia" 5 2 2 5 4 3 5
"89419" 1 50 1 "Oceania" 4 3 1 4 3 3 5
"147806" 1 20 4 "Eastasia" 5 4 2 5 5 3 5
"4569" 1 32 2 "Oceania" 5 1 3 5 3 1 5
"80004" 0 24 3 "Eastasia" 3 2 5 3 3 3 3
"132163" 1 41 5 "Eastasia" 4 3 2 4 4 4 5
"9949" 0 31 2 "Eastasia" 5 3 5 5 4 5 5
"143052" 1 31 3 "Eastasia" 5 4 3 5 3 5 4
"144671" 0 50 4 "Eastasia" 3 2 3 4 1 4 3
"3085" 0 24 4 "Oceania" 3 1 2 3 5 3 5
"115861" 0 22 4 "Eurasia" 5 3 1 5 1 5 5
"170561" 1 44 3 "Eastasia" 4 3 3 4 3 3 4
"2538" 0 56 1 "Oceania" 5 2 5 5 2 5 2
"53486" 0 59 6 "Eastasia" 5 4 1 5 5 3 5
"168648" 0 56 3 "Eastasia" 4 3 1 4 5 5 5
"161331" 1 58 1 "Eastasia" 5 3 2 5 5 5 5
"147479" 0 44 4 "Eastasia" 4 3 2 4 5 3 4
"112667" 0 43 6 "Eastasia" 4 1 1 4 4 3 5
"131702" 0 46 6 "Eastasia" 3 1 2 3 5 3 5
"121516" 1 19 5 "Eastasia" 4 1 2 4 4 3 4
"47753" 1 41 6 "Eastasia" 4 2 4 4 5 4 5
"165384" 1 52 3 "Eastasia" 5 3 4 5 5 2 2
"23029" 0 48 2 "Oceania" 3 1 1 3 5 3 5
"7578" 1 59 1 "Eastasia" 5 2 2 5 5 3 5
"144318" 0 47 3 "Eastasia" 5 2 3 5 5 5 5
"159766" 1 43 1 "Eastasia" 5 3 5 5 5 5 5
"100135" 1 18 1 "Eastasia" 4 3 3 4 3 2 2
"126672" 0 43 1 "Eastasia" 5 1 1 5 5 5 5
"69850" 1 25 1 "Eastasia" 3 2 3 3 3 4 2
"163205" 1 53 2 "Eastasia" 4 2 2 4 4 4 5
"104142" 0 46 2 "Eastasia" 5 1 1 5 4 3 5
"65793" 0 21 2 "Eastasia" 5 3 4 5 4 3 5
"103495" 0 24 NA "Eastasia" 5 3 2 5 5 5 3
"8296" 0 32 1 "Eastasia" 5 3 3 5 5 5 5
"68329" 0 37 4 "Eastasia" 5 2 4 5 4 5 5
"43044" 1 50 4 "Oceania" 4 3 2 4 4 5 5
"106004" 0 NA 2 "Eastasia" 5 1 1 5 5 5 5
"54830" 0 28 6 "Eastasia" 3 2 3 3 3 3 4
"47409" 1 30 4 "Eastasia" 3 2 2 3 4 4 5
"158237" 1 26 1 "Eastasia" 5 4 3 5 5 5 5
"157154" 1 30 1 "Eastasia" 5 4 1 5 5 3 5
"94526" 1 42 1 "Eastasia" 4 2 3 5 4 3 3
"107997" 0 20 3 "Eastasia" 5 2 3 5 5 5 5
"46990" 0 65 6 "Eastasia" 3 2 3 3 3 3 3
"144861" 1 33 3 "Eastasia" 5 3 2 5 5 5 5
"129809" 1 73 1 "Eastasia" 5 3 1 5 5 5 5
"53027" 0 34 6 "Eastasia" 3 2 2 3 5 5 5
"40654" 1 21 5 "Eastasia" 3 1 1 3 4 5 5
"140953" 1 57 1 "Eastasia" 5 3 3 5 5 4 5
"9857" 1 48 NA "Eastasia" 5 4 4 5 5 5 5
"37936" 0 30 4 "Eastasia" 3 2 1 3 4 4 5
"8241" 1 51 1 "Eastasia" 5 4 3 5 5 5 5
"4231" 1 29 2 "Oceania" 5 3 1 5 3 3 4
"164141" 1 30 6 "Eastasia" 4 2 3 4 5 4 5
"159090" 1 58 2 "Eastasia" 4 1 1 4 5 3 5
"63531" 0 40 1 "Eastasia" 4 2 1 4 5 5 5
"72972" 0 48 1 "Eastasia" 4 2 2 4 5 5 5
"116053" 1 38 7 "Eurasia" 5 4 3 5 5 4 5
"45487" 1 64 4 "Eastasia" 4 2 2 4 4 3 5
"55905" 1 22 5 "Eastasia" 4 2 1 4 4 4 5
"166159" 0 40 6 "Eastasia" 4 1 2 4 3 4 4
"117837" 0 25 3 "Eurasia" 5 3 1 5 5 5 5
"106638" 1 60 NA "Eastasia" 5 1 1 5 5 5 5
"132705" 1 41 5 "Eastasia" 4 3 1 4 5 5 5
"48785" 0 33 5 "Eastasia" 5 4 3 5 5 5 5
"165553" 0 26 5 "Eastasia" 4 1 1 4 5 5 5
"160924" 0 30 1 "Eastasia" 5 2 4 5 5 5 5
"150070" 0 43 4 "Eastasia" 3 2 2 3 4 4 5
"140597" 0 28 1 "Eastasia" 3 2 3 3 4 4 5
"119139" 0 25 3 "Eurasia" 4 3 3 4 5 4 5
"49536" 1 34 5 "Eastasia" 5 2 1 5 5 4 5
"80551" 1 36 1 "Eastasia" 4 2 1 4 5 3 5
"47203" 0 63 3 "Eastasia" 3 1 1 3 4 4 5
"25021" 1 40 5 "Oceania" 4 3 4 4 3 4 4
"28144" 1 59 3 "Oceania" 4 2 3 5 4 4 4
"118227" 0 28 3 "Eurasia" 4 2 1 4 5 3 5
"72478" 1 23 2 "Eastasia" 5 2 3 5 2 5 5
"154637" 1 23 2 "Eastasia" 5 3 4 5 4 5 5
"103997" 0 20 3 "Eastasia" 4 3 3 4 4 4 4
"22269" 1 87 3 "Oceania" 3 2 1 3 4 4 5
"93717" 1 35 1 "Eastasia" 4 2 3 5 5 5 4
"92495" 1 45 5 "Oceania" 4 2 2 4 5 5 5
"11900" 1 36 6 "Eastasia" 3 2 1 3 4 3 5
"163172" 1 34 4 "Eastasia" 4 3 2 4 5 4 5
"89366" 1 24 4 "Oceania" 3 2 2 3 3 4 3
"127662" 1 71 1 "Eastasia" 5 1 1 5 5 4 5
"90545" 1 20 3 "Oceania" 5 3 2 5 5 4 5
"26894" 0 68 4 "Oceania" 4 2 2 4 5 5 2
"38895" 1 22 5 "Eastasia" 3 2 1 3 4 4 5
"44492" 1 85 3 "Oceania" 4 2 3 4 5 4 5
"138551" 1 40 1 "Eastasia" 4 2 2 4 5 4 5
"151776" 1 37 4 "Eastasia" 4 3 3 4 4 4 5
"169553" 0 19 4 "Eastasia" 4 3 3 4 3 3 4
"157383" 1 39 1 "Eastasia" 5 4 3 5 5 5 5
"76672" 1 45 2 "Oceania" 4 1 1 4 5 3 5
"89001" 1 48 2 "Oceania" 3 2 1 3 4 5 5
"136507" 1 39 1 "Eastasia" 4 2 1 5 3 4 4
"61316" 1 15 2 "Oceania" 5 4 3 5 5 5 5
"6311" 1 52 1 "Eastasia" 5 4 4 5 4 5 4
"10095" 1 21 2 "Eastasia" 5 4 4 5 5 5 5
"14931" 1 35 6 "Eastasia" 3 2 2 3 4 4 5
"67897" 1 23 2 "Eastasia" 4 3 4 5 5 4 3
"168167" 1 37 4 "Eastasia" 3 2 1 3 5 3 5
"59565" 0 NA 3 "Oceania" 4 3 1 4 5 5 5
"137107" 0 40 3 "Eastasia" 3 2 1 3 4 4 5
"160882" 0 78 1 "Eastasia" 4 2 2 4 4 5 5
"82381" 0 70 1 "Eastasia" 5 2 1 5 5 4 5
"164335" 0 27 3 "Eastasia" 3 2 3 3 3 3 3
"108562" 0 57 4 "Eurasia" 3 2 1 3 4 3 5
"70462" 0 42 2 "Eastasia" 3 1 1 3 2 5 5
"132225" 1 65 5 "Eastasia" 4 1 5 5 5 4 3
"158599" 1 20 4 "Eastasia" 5 2 2 5 5 5 5
"102090" 0 19 3 "Eastasia" 5 1 1 5 5 4 5
"169385" 1 33 4 "Eastasia" 4 2 2 4 5 3 5
"4047" 0 67 2 "Oceania" 5 2 2 5 5 5 5
"123960" 0 30 3 "Eastasia" 5 3 3 5 5 4 5
"151257" 1 37 4 "Eastasia" 4 3 1 4 4 3 5
"148072" 0 32 1 "Eastasia" 4 3 1 4 4 4 5
"137540" 0 60 1 "Eastasia" 4 2 2 4 5 4 5
"101473" 0 83 1 "Eastasia" 5 3 3 5 5 5 5
"134331" 1 47 6 "Eastasia" 4 2 1 4 5 4 5
"41383" 0 51 4 "Oceania" 3 2 2 3 4 4 5
"138801" 1 69 1 "Eastasia" 4 2 1 4 4 4 5
"93458" 1 18 4 "Eastasia" 2 1 4 2 3 3 4
"76167" 1 25 3 "Oceania" 4 2 1 4 5 4 5
"147416" 0 58 4 "Eastasia" 4 2 2 4 2 3 3
"140398" 1 21 2 "Eastasia" 4 2 2 4 3 3 5
"45188" 1 69 3 "Eastasia" 4 2 2 4 3 3 5
"164993" 1 34 3 "Eastasia" 4 3 2 4 3 5 5
"42042" 0 43 6 "Oceania" 2 1 1 2 4 3 5
"46290" 0 77 4 "Eastasia" 4 2 1 4 5 5 5
"21070" 1 48 3 "Eastasia" 3 1 1 3 1 1 3
"153225" 0 18 3 "Eastasia" 5 4 5 5 5 5 5
"94855" 1 57 1 "Eastasia" 5 3 2 5 5 5 5
"71340" 0 69 1 "Eastasia" 4 2 2 4 4 5 4
"160537" 1 25 4 "Eastasia" 5 4 3 5 4 5 5
"131652" 0 37 6 "Eastasia" 3 2 1 3 3 2 5
"65950" 1 34 1 "Eastasia" 4 3 4 4 3 4 3
"94423" 1 23 1 "Eastasia" 5 3 2 5 5 4 5
"51245" 1 26 6 "Eastasia" 4 2 2 4 5 5 5
"133018" 0 47 6 "Eastasia" 3 2 2 3 4 5 5
"12802" 1 55 3 "Eastasia" 4 3 3 4 3 3 3
"23267" 1 34 4 "Oceania" 4 3 2 4 4 5 5
"101223" 0 18 3 "Eastasia" 3 1 3 3 3 3 3
"107718" 1 32 4 "Eastasia" 3 2 2 3 5 4 4
"40504" 1 84 3 "Eastasia" 3 1 1 3 5 4 4
"72152" 1 23 1 "Eastasia" 4 2 1 4 5 5 4
"98192" 1 32 2 "Eastasia" 4 2 2 4 5 4 5
"101382" 1 22 2 "Eastasia" 5 1 2 5 4 5 5
"72910" 0 24 1 "Eastasia" 4 3 2 4 5 4 5
"167342" 0 58 3 "Eastasia" 3 1 2 5 4 4 3
"104718" 0 61 2 "Eastasia" 5 2 1 5 5 4 5
"144391" 1 32 3 "Eastasia" 3 1 3 3 4 5 5
"100773" 0 41 3 "Eastasia" 5 1 1 5 5 5 5
"48235" 1 76 3 "Eastasia" 3 2 2 3 3 4 5
"125656" 0 27 1 "Eastasia" 3 1 1 3 3 3 4
"122932" 0 53 4 "Eastasia" 4 2 2 4 5 5 5
"41348" 1 27 3 "Oceania" 4 3 1 4 3 3 5
"47350" 1 75 4 "Eastasia" 3 2 1 3 5 4 5
"48362" 1 21 6 "Eastasia" 4 3 3 4 4 3 3
"127957" 0 25 3 "Eastasia" 2 1 4 2 4 2 5
"80859" 0 20 3 "Eastasia" 5 3 2 5 5 5 5
"157557" 1 40 1 "Eastasia" 5 4 4 5 5 5 5
"102996" 1 28 1 "Eastasia" 5 4 3 5 5 5 5
"120910" 1 49 3 "Eastasia" 4 1 1 4 5 3 5
"153846" 0 33 4 "Eastasia" 5 2 4 5 5 5 5
"8261" 1 52 2 "Eastasia" 5 3 2 5 4 5 5
"29496" 1 55 4 "Oceania" 4 2 2 4 4 4 5
"168978" 1 23 4 "Eastasia" 3 2 1 3 5 4 4
"125832" 1 69 1 "Eastasia" 2 1 1 2 5 3 5
"15521" 1 38 4 "Eastasia" 5 4 2 5 5 4 5
"46154" 0 23 5 "Eastasia" 4 2 2 4 5 4 5
"162548" 1 42 4 "Eastasia" 3 2 1 3 3 3 5
"122825" 1 38 3 "Eastasia" 5 4 5 5 5 5 5
"134411" 1 46 6 "Eastasia" 5 4 2 5 5 4 5
"128746" 1 79 1 "Eastasia" 5 3 1 5 5 5 5
"48137" 0 60 4 "Eastasia" 5 1 1 5 5 4 5
"163498" 0 44 2 "Eastasia" 3 1 1 3 4 3 5
"170291" 0 72 4 "Eastasia" 3 2 2 3 3 3 5
"104885" 0 22 2 "Eastasia" 5 2 1 5 4 4 4
"171730" 0 30 3 "Eastasia" 4 2 2 4 4 3 5
"143333" 1 36 2 "Eastasia" 3 2 4 3 3 3 4
"171448" 0 25 6 "Eastasia" 5 1 1 5 5 5 5
"51007" 1 62 5 "Eastasia" 3 1 1 3 3 3 4
"150053" 1 52 3 "Eastasia" 4 3 4 4 4 5 5
"55283" 1 40 6 "Eastasia" 4 1 1 4 1 4 3
"127868" 1 46 1 "Eastasia" 5 1 1 5 5 5 1
"140325" 1 25 2 "Eastasia" 5 3 1 5 4 3 5
"52208" 1 30 5 "Eastasia" 3 2 2 3 3 3 5
"645" 1 76 2 "Oceania" 5 4 4 5 5 4 5
"24216" 1 34 5 "Oceania" 3 2 2 3 3 4 5
"78342" 1 75 1 "Oceania" 3 2 5 3 5 5 2
"114532" 1 38 6 "Eastasia" 3 1 1 3 4 3 5
"115772" 0 66 2 "Eurasia" 5 3 2 5 5 5 5
